Slide Deck Id,Slide Id,Image Height,Image Width,Type,X,Y,BB Width,BB Height
presentation_72,10,360,640,text box,263,109,257,77
presentation_72,10,360,640,picture,51,227,102,107
presentation_72,10,360,640,text box,62,147,96,20
presentation_72,10,360,640,text box,57,109,146,94
presentation_72,10,360,640,text box,267,145,251,42
presentation_72,37,360,640,picture,315,128,294,219
presentation_72,37,360,640,text box,54,38,152,38
presentation_72,16,360,640,diagram,8,128,620,160
presentation_72,66,360,640,text box,54,132,423,127
presentation_72,66,360,640,text box,55,54,431,22
presentation_72,66,360,640,picture,502,121,107,189
presentation_72,7,360,640,diagram,49,95,275,261
presentation_72,60,360,640,picture,59,111,104,110
presentation_72,60,360,640,text box,184,108,348,20
presentation_72,60,360,640,text box,55,56,165,19
presentation_72,60,360,640,title,55,56,165,19
presentation_72,17,360,640,title,55,54,266,22
presentation_72,17,360,640,picture,506,291,81,59
presentation_72,17,360,640,text box,4,347,461,11
presentation_72,17,360,640,text box,192,149,229,27
presentation_72,53,360,640,text box,58,160,249,42
presentation_72,53,360,640,text box,57,225,201,20
presentation_72,53,360,640,text box,58,118,58,17
presentation_72,53,360,640,text box,15,331,551,14
presentation_72,53,360,640,title,56,54,344,23
presentation_72,30,360,640,chart,56,86,332,254
presentation_72,30,360,640,text box,412,209,202,76
presentation_72,30,360,640,text box,411,110,200,78
presentation_72,30,360,640,title,55,55,370,21
presentation_72,33,360,640,text box,54,121,496,18
presentation_72,33,360,640,text box,8,336,466,18
presentation_72,33,360,640,text box,54,56,429,39
presentation_72,27,360,640,chart,65,94,231,255
presentation_72,27,360,640,title,55,55,325,20
presentation_72,27,360,640,chart,312,91,141,230
presentation_72,27,360,640,text box,513,281,79,12
presentation_72,67,360,640,text box,55,186,421,56
presentation_72,67,360,640,text box,55,54,431,22
presentation_72,67,360,640,picture,502,121,107,189
presentation_72,64,360,640,text box,51,133,397,54
presentation_72,64,360,640,picture,502,121,107,189
presentation_72,64,360,640,text box,54,54,432,22
presentation_72,1,360,640,title,56,101,513,63
presentation_72,1,360,640,text box,55,228,291,47
presentation_72,12,360,640,picture,9,131,204,174
presentation_72,62,360,640,text box,55,54,432,23
presentation_72,39,360,640,title,55,55,150,21
presentation_72,14,360,640,diagram,12,130,462,175
presentation_72,28,360,640,chart,56,86,333,254
presentation_72,28,360,640,title,55,55,370,21
presentation_72,20,360,640,picture,506,290,81,60
presentation_72,20,360,640,title,55,55,266,22
presentation_72,20,360,640,text box,471,198,101,21
presentation_72,20,360,640,text box,4,347,461,11
presentation_72,20,360,640,text box,191,149,230,27
presentation_72,20,360,640,text box,470,249,133,20
presentation_72,20,360,640,text box,469,150,114,20
presentation_72,41,360,640,title,56,55,150,21
presentation_72,41,360,640,chart,10,95,271,252
presentation_72,47,360,640,text box,100,145,275,20
presentation_72,47,360,640,picture,446,115,87,75
presentation_72,47,360,640,text box,55,54,367,22
presentation_72,35,360,640,text box,55,122,494,18
presentation_72,35,360,640,text box,8,336,465,18
presentation_72,35,360,640,figure,54,177,399,138
presentation_72,35,360,640,text box,54,56,429,39
