Slide Deck Id,Slide Id,Image Height,Image Width,Type,X,Y,BB Width,BB Height
presentation_21,10,360,640,text box,157,68,120,32
presentation_21,16,360,640,text box,154,151,90,20
presentation_21,7,360,640,diagram,127,132,358,49
presentation_21,7,360,640,text box,126,132,116,52
presentation_21,30,360,640,text box,277,171,79,21
presentation_21,27,360,640,picture,346,61,178,231
presentation_21,27,360,640,title,94,77,123,18
presentation_21,27,360,640,text box,93,142,218,12
presentation_21,27,360,640,text box,94,224,122,12
presentation_21,27,360,640,text box,91,183,170,14
presentation_21,1,360,640,text box,264,245,98,23
presentation_21,1,360,640,text box,272,81,82,9
presentation_21,1,360,640,title,149,121,328,39
presentation_21,12,360,640,text box,147,274,98,10
presentation_21,12,360,640,text box,135,59,90,30
presentation_21,14,360,640,picture,211,66,259,250
presentation_21,28,360,640,text box,97,93,194,76
presentation_21,28,360,640,text box,99,182,116,28
presentation_21,28,360,640,text box,101,228,97,28
presentation_21,28,360,640,text box,98,64,80,8
presentation_21,28,360,640,text box,335,84,195,29
presentation_21,28,360,640,text box,335,129,163,18
presentation_21,22,360,640,text box,164,175,295,32
presentation_21,22,360,640,title,188,97,255,18
presentation_21,6,360,640,chart,139,99,348,218
presentation_21,6,360,640,chart,138,59,350,257
presentation_21,6,360,640,title,188,74,250,14
presentation_21,15,360,640,text box,108,139,427,18
presentation_21,15,360,640,text box,90,206,235,53
presentation_21,15,360,640,text box,91,206,234,18
presentation_21,15,360,640,text box,91,61,111,69
presentation_21,15,360,640,text box,90,240,124,16
presentation_21,2,360,640,text box,178,73,270,16
presentation_21,2,360,640,text box,170,171,317,14
presentation_21,18,360,640,picture,82,108,197,196
presentation_21,18,360,640,text box,477,163,55,40
presentation_21,3,360,640,picture,87,100,207,163
presentation_21,3,360,640,text box,137,60,96,28
presentation_21,11,360,640,diagram,76,134,478,107
presentation_21,25,360,640,text box,243,138,156,15
presentation_21,25,360,640,text box,189,214,261,15
presentation_21,25,360,640,text box,203,176,234,15
presentation_21,24,360,640,text box,148,149,328,62
presentation_21,13,360,640,text box,146,274,99,10
presentation_21,13,360,640,text box,135,60,82,27
presentation_21,26,360,640,title,93,77,79,17
presentation_21,26,360,640,text box,92,177,209,26
presentation_21,26,360,640,text box,92,121,212,31
presentation_21,26,360,640,text box,92,232,219,26
presentation_21,26,360,640,picture,357,62,169,248
presentation_21,9,360,640,title,255,66,114,15
presentation_21,9,360,640,chart,164,93,313,189
presentation_21,31,360,640,picture,17,5,599,352
presentation_21,23,360,640,text box,239,94,270,47
presentation_21,23,360,640,text box,239,160,269,46
presentation_21,23,360,640,text box,105,93,79,40
presentation_21,21,360,640,title,123,68,164,17
presentation_21,5,360,640,chart,140,84,334,216
presentation_21,5,360,640,title,183,74,258,14
presentation_21,8,360,640,chart,113,88,397,208
presentation_21,8,360,640,chart,92,90,409,204
presentation_21,32,360,640,title,66,126,489,68
presentation_21,32,360,640,text box,486,319,112,24
