Slide Deck Id,Slide Id,Image Height,Image Width,Type,X,Y,BB Width,BB Height
presentation_47,16,360,640,picture,9,63,626,258
presentation_47,16,360,640,picture,6,65,562,253
presentation_47,16,360,640,text box,37,252,72,13
presentation_47,16,360,640,picture,0,64,603,256
presentation_47,7,360,640,picture,6,45,580,263
presentation_47,1,360,640,text box,59,53,354,44
presentation_47,1,360,640,picture,56,110,368,151
presentation_47,1,360,640,text box,459,48,103,265
presentation_47,12,360,640,picture,3,45,551,265
presentation_47,14,360,640,picture,4,47,548,259
presentation_47,6,360,640,picture,5,46,540,264
presentation_47,15,360,640,picture,226,123,382,118
presentation_47,15,360,640,text box,73,102,95,98
presentation_47,2,360,640,picture,120,139,193,177
presentation_47,3,360,640,picture,17,48,591,267
presentation_47,3,360,640,table,469,207,89,106
presentation_47,11,360,640,picture,3,45,596,263
presentation_47,13,360,640,picture,5,46,617,262
presentation_47,4,360,640,picture,125,52,388,170
presentation_47,5,360,640,text box,47,100,457,64
presentation_47,5,360,640,picture,180,185,457,134
presentation_47,5,360,640,text box,46,175,107,11
presentation_47,8,360,640,picture,3,54,386,247
presentation_47,8,360,640,text box,399,49,197,38
