Slide Deck Id,Slide Id,Image Height,Image Width,Type,X,Y,BB Width,BB Height
eccv1232,10,1500,2000,text box,61,654,1801,415
eccv1232,10,1500,2000,text box,65,459,1797,149
eccv1232,10,1500,2000,text box,70,250,1676,167
eccv1232,10,1500,2000,title,64,78,681,74
eccv1232,16,1500,2000,text box,63,248,1149,76
eccv1232,16,1500,2000,chart,31,557,1891,876
eccv1232,16,1500,2000,title,67,76,1661,84
eccv1232,16,1500,2000,text box,6,575,409,230
eccv1232,16,1500,2000,text box,67,76,1661,84
eccv1232,7,1500,2000,picture,24,956,558,347
eccv1232,7,1500,2000,text box,68,238,1713,230
eccv1232,7,1500,2000,picture,0,486,673,458
eccv1232,7,1500,2000,picture,1400,942,559,320
eccv1232,7,1500,2000,text box,42,1325,530,136
eccv1232,7,1500,2000,text box,1444,1305,481,192
eccv1232,7,1500,2000,text box,60,76,636,88
eccv1232,7,1500,2000,title,60,76,636,88
eccv1232,17,1500,2000,chart,69,553,1873,881
eccv1232,17,1500,2000,title,63,75,1664,85
eccv1232,17,1500,2000,text box,63,75,1664,85
eccv1232,27,1500,2000,chart,220,374,1391,1082
eccv1232,27,1500,2000,text box,56,43,1771,397
eccv1232,27,1500,2000,chart,209,33,1412,1466
eccv1232,27,1500,2000,text box,707,1430,550,54
eccv1232,1,1500,2000,picture,548,461,896,570
eccv1232,1,1500,2000,text box,59,1273,1868,185
eccv1232,1,1500,2000,title,64,42,1863,90
eccv1232,12,1500,2000,text box,66,211,1859,181
eccv1232,12,1500,2000,figure,489,429,1346,87
eccv1232,12,1500,2000,chart,41,552,1837,882
eccv1232,12,1500,2000,title,62,76,1669,84
eccv1232,14,1500,2000,text box,67,211,1858,181
eccv1232,14,1500,2000,figure,489,429,1346,88
eccv1232,14,1500,2000,title,62,76,1669,84
eccv1232,14,1500,2000,chart,36,552,1846,882
eccv1232,28,1500,2000,text box,67,246,1632,387
eccv1232,28,1500,2000,text box,64,723,1854,380
eccv1232,28,1500,2000,text box,70,1202,1660,148
eccv1232,28,1500,2000,title,59,78,387,86
