Slide Deck Id,Slide Id,Image Height,Image Width,Type,X,Y,BB Width,BB Height
acl18365,10,756,1008,text box,98,131,614,231
acl18365,10,756,1008,title,27,24,278,32
acl18365,37,756,1008,text box,81,183,823,146
acl18365,37,756,1008,text box,84,349,826,220
acl18365,37,756,1008,title,25,24,203,33
acl18365,16,756,1008,text box,81,83,839,187
acl18365,16,756,1008,text box,121,658,763,30
acl18365,16,756,1008,title,27,24,529,34
acl18365,16,756,1008,text box,85,725,565,25
acl18365,7,756,1008,text box,104,412,810,131
acl18365,7,756,1008,title,26,25,314,32
acl18365,7,756,1008,text box,97,244,533,133
acl18365,7,756,1008,text box,78,240,72,26
acl18365,17,756,1008,text box,80,83,841,187
acl18365,17,756,1008,title,27,24,529,35
acl18365,17,756,1008,text box,120,657,764,31
acl18365,17,756,1008,text box,85,725,566,25
acl18365,30,756,1008,text box,74,465,777,68
acl18365,30,756,1008,title,26,23,287,33
acl18365,30,756,1008,table,153,199,703,244
acl18365,33,756,1008,diagram,170,122,676,522
acl18365,33,756,1008,title,26,27,144,30
acl18365,27,756,1008,text box,81,415,838,136
acl18365,27,756,1008,title,26,24,370,32
acl18365,1,756,1008,text box,117,206,595,36
acl18365,12,756,1008,text box,98,108,678,232
acl18365,12,756,1008,title,26,24,279,32
acl18365,39,756,1008,text box,83,420,832,188
acl18365,39,756,1008,text box,82,145,849,256
acl18365,39,756,1008,title,25,24,218,33
acl18365,14,756,1008,title,26,24,279,32
acl18365,14,756,1008,text box,183,282,235,30
acl18365,28,756,1008,text box,76,390,747,185
acl18365,28,756,1008,title,26,24,474,32
acl18365,28,756,1008,text box,85,668,737,24
acl18365,28,756,1008,text box,85,188,732,179
acl18365,20,756,1008,chart,130,99,742,548
acl18365,20,756,1008,title,25,23,360,35
acl18365,20,756,1008,chart,130,106,740,629
acl18365,20,756,1008,text box,258,660,489,27
acl18365,20,756,1008,text box,87,725,827,26
acl18365,41,756,1008,text box,87,427,838,225
acl18365,41,756,1008,text box,85,111,832,297
acl18365,41,756,1008,title,24,25,209,32
acl18365,35,756,1008,text box,105,380,684,63
acl18365,35,756,1008,text box,105,294,791,61
acl18365,35,756,1008,text box,107,464,677,30
acl18365,35,756,1008,title,25,23,196,33
acl18365,22,756,1008,text box,96,340,786,175
acl18365,22,756,1008,text box,97,145,821,176
acl18365,22,756,1008,title,25,24,588,34
acl18365,22,756,1008,text box,96,533,660,101
acl18365,6,756,1008,text box,199,322,226,37
acl18365,38,756,1008,text box,86,406,823,222
